Unnamed: 0,city,latd,longd,elevation_m,elevation_ft,population_total,area_total_sq_mi,area_land_sq_mi,area_water_sq_mi,area_total_km2,area_land_km2,area_water_km2,area_water_percent
470,Willows,39.52444444,-122.1936111,42.0,138.0,6166,2.873,2.847,0.026000000000000002,7.441,7.372999999999999,0.068,0.92
471,Windsor,38.54611111,-122.8052778,36.0,118.0,26801,7.292999999999999,7.268,0.025,18.887999999999998,18.824,0.064,0.34
472,Winters,38.525,-121.97083329999998,40.0,131.0,6624,2.937,2.912,0.025,7.607,7.542999999999999,0.065,0.85
473,Woodlake,36.41638889,-119.09944440000001,134.0,440.0,7279,2.765,2.248,0.517,7.159,5.821000000000001,1.338,18.69
474,Woodland,38.67861111,-121.77333329999999,21.0,69.0,55468,15.302999999999999,15.302999999999999,0.0,39.634,39.634,0.0,0.0
475,Woodside,37.42083333,-122.25972220000001,117.0,384.0,5287,11.732000000000001,11.732000000000001,0.0,30.386,30.386,0.0,0.0
476,YorbaLinda,33.888551,-117.813231,82.3,270.0,65237,20.018,19.483,0.535,51.847,50.46,1.3869999999999998,2.67
477,Yountville,38.40305556,-122.3622222,30.0,98.0,2933,1.531,1.531,0.0,3.966,3.966,0.0,0.0
478,Yreka,41.72666667,-122.6375,787.0,2582.0,7765,10.052999999999999,9.98,0.073,26.035999999999998,25.846999999999998,0.188,0.72
479,YubaCity,39.13472222,-121.6261111,18.0,59.0,64925,14.655999999999999,14.578,0.078,37.959,37.758,0.201,0.53
480,Yucaipa,34.03027778,-117.0486111,798.0,2618.0,51367,27.893,27.888,0.005,72.244,72.23100000000001,0.013000000000000001,0.02
481,YuccaValley,34.13333333,-116.41666670000001,1027.0,3369.0,20700,40.015,40.015,0.0,103.639,103.639,0.0,0.0
